,hotel_name,hotel_url,hotel_describe,hotel_ranking,hotel_city,hotel_lat,hotel_lon
433,Hôtel des Basses Pyrénées - Bayonne,https://www.booking.com/hotel/fr/des-basses-pyrenees.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=71f04fcec16600b0&srepoch=1641122461&from=searchresults#hotelTmpl,"L'Hôtel des Basses Pyrénées - Bayonne est situé à Bayonne, à moins de 200 mètres de la cathédrale Sainte-Marie et à 11 minutes à pied du parc Ansot. ",8.6,Bayonne,43.48841135,-1.47714337
434,Okko Hotels Bayonne Centre,https://www.booking.com/hotel/fr/okko-hotels-bayonne-centre.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=71f04fcec16600b0&srepoch=1641122461&from=searchresults#hotelTmpl,Hébergement géré par un particulier,8.5,Bayonne,43.4953443,-1.4825118
435,Hôtel Villa KOEGUI Bayonne,https://www.booking.com/hotel/fr/villa-koegui-bayonne.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1410844&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=71f04fcec16600b0&srepoch=1641122461&from=searchresults#hotelTmpl,"Doté d’un bar, d’un restaurant, d’une terrasse, d’un salon commun et d’une salle de sport, l’Hôtel Villa KOEGUI Bayonne propose des hébergements à Bayonne. ",8.9,Bayonne,43.492371,-1.472588
436,Résidence Biarritz Ocean,https://www.booking.com/hotel/fr/biarritz-ocean.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L'établissement Résidence Biarritz Océan se situe au cœur de Biarritz, à seulement 400 mètres de la célèbre Grande Plage et à 240 mètres du casino. ",8.0,Biarritz,43.48040601,-1.55796111
437,Argi Eder,https://www.booking.com/hotel/fr/hotelargieder.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L'Hotel Argi Eder se situe dans le centre de Biarritz, à seulement 3 minutes à pied de la plage, des commerces et des restaurants. ",8.3,Biarritz,43.48072811,-1.56428173
438,Résidence Pierre & Vacances Premium Haguna,https://www.booking.com/hotel/fr/residence-pierre-vacances-haguna.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L’établissement Pierre & Vacances Premium Haguna se trouve dans le centre-ville de Biarritz, à seulement 300 mètres de la plage. Cette résidence propose de spacieux appartements indépendants. ",8.4,Biarritz,43.48534536,-1.5525806
439,Hotel Barnetche,https://www.booking.com/hotel/fr/barnetche.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Situé dans le centre-ville de Biarritz, à moins de 5 minutes à pied de la plage, de la place Clémenceau ainsi que du marché des Halles, l'Hotel Barnetche dispose d'une terrasse et propose des...",8.0,Biarritz,43.47991653,-1.55614123
440,Best Western Kemaris,https://www.booking.com/hotel/fr/best-western-kemaris.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Alliant un environnement animé, de nombreux équipements et une ambiance chaleureuse, l'hôtel Best Western Kemaris présente une architecture typique du Pays basque. ",8.3,Biarritz,43.4765027,-1.56245649
441,"Hôtel du Palais Biarritz, in The Unbound Collection by Hyatt",https://www.booking.com/hotel/fr/hoteldupalaisbiarritz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L'Hôtel du Palais Biarritz, in The Unbound Collection by Hyatt est fermé en raison de travaux de rénovation. Il rouvrira ses portes le 3 juin 2022 et se fera un plaisir de vous accueillir à nouveau. ",8.8,Biarritz,43.48643904,-1.55621767
442,Lagrange Vacances Les Patios Eugénie,https://www.booking.com/hotel/fr/lagrange-prestige-les-patios-euga-c-nie.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Le Lagrange Vacances Les Patios Eugénie est un élégant appart'hôtel situé à Biarritz, à seulement 400 mètres des plages de sable fin. ",8.0,Biarritz,43.4850447,-1.55132607
443,Hôtel Le Café de Paris,https://www.booking.com/hotel/fr/le-cafe-de-paris-4.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L'Hôtel Le Café de Paris se trouve dans le centre de Biarritz, sur la place piétonne Bellevue, à 5 minutes de marche du casino. ",8.7,Biarritz,43.48271809,-1.56134069
444,Hôtel PALMITO,https://www.booking.com/hotel/fr/palym-biarritz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Situé dans la vieille ville de Biarritz, l’établissement non-fumeurs Hôtel PALMITO se trouve à seulement 100 mètres de la plage. ",8.6,Biarritz,43.48205056,-1.56574488
445,Hôtel Le Windsor Biarritz,https://www.booking.com/hotel/fr/inter-windsor.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Entièrement rénové en 2021 et respectueux de l’environnement, l'Hôtel Le Windsor Biarritz est installé côté plage, au cœur de Biarritz. ",8.5,Biarritz,43.48437426,-1.55863568
446,Outsite Coliving Biarritz,https://www.booking.com/hotel/fr/outsite-coliving-biarrtiz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Situé à Biarritz et avec Situé à moins de 500 mètres de la plage Port Vieux, l'Outsite Coliving Biarritz propose un salon commun, des chambres pour les personnes souffrant d'allergies, une connexion...",8.0,Biarritz,43.479357,-1.562543
447,Hôtel Maïtagaria,https://www.booking.com/hotel/fr/maitagaria.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Le Maïtagaria est situé au cœur de la célèbre ville de surf de Biarritz, à seulement 200 mètres de la place Clémenceau animée. Il propose un hébergement moderne et offre une vue sur l'océan. ",8.6,Biarritz,43.47897745,-1.56064063
448,Ama Hôtel,https://www.booking.com/hotel/fr/alcyon-biarritz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Conçu par le célèbre architecte basque Raymond Larrebat-Tudor et construit au XVIIIe siècle, l’Ama Hôtel vous accueille dans une jolie résidence située au cœur de Biarritz. ",8.8,Biarritz,43.48131295,-1.55749306
449,Hotel Villa Koegui Biarritz,https://www.booking.com/hotel/fr/7b.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L'Hotel Villa Koegui Biarritz est un établissement design situé au cœur de Biarritz, à seulement 5 minutes à pied de la plage, du marché local et de plusieurs parkings souterrains. ",8.6,Biarritz,43.48070865,-1.55810058
450,Carlina Lodge,https://www.booking.com/hotel/fr/carlina-lodge-biarritz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,Le Carlina Lodge est une résidence hôtelière située sur le front de mer de Biarritz. ,8.6,Biarritz,43.47747717,-1.56685475
451,Hôtel Le Saphir,https://www.booking.com/hotel/fr/le-saphir.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L'hôtel Le Saphir vous accueille à Biarritz, à seulement 200 mètres du vieux port et des plages de sable. ",8.6,Biarritz,43.48177906,-1.56539351
452,Hôtel Mirano,https://www.booking.com/hotel/fr/mirano.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,L'Hôtel Mirano se trouve à 15 minutes à pied du centre-ville de Biarritz et de sa plage. ,8.8,Biarritz,43.47436556,-1.55264899
453,Hôtel Maison Garnier,https://www.booking.com/hotel/fr/maison-garnier.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Situé dans le centre de Biarritz, le Maison Garnier est à 5 minutes à pied de la côte et à 5,3 km de l'aéroport de Biarritz-Anglet-Bayonne. Il dispose d'un salon doté d'une cheminée en bois sculpté. ",8.9,Biarritz,43.48046829,-1.5633443
454,Hotel de Silhouette,https://www.booking.com/hotel/fr/de-silhouette-biarritz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"L’Hotel de Silhouette se trouve au cœur de Biarritz, à seulement 300 mètres des plages. Sa réception est ouverte 24h/24. ",8.8,Biarritz,43.48106773,-1.56320751
455,La Maison du Lierre,https://www.booking.com/hotel/fr/la-maison-du-lierre.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"La Maison du Lierre se situe à Biarritz, à 300 mètres de la plage, ainsi qu’à 5 minutes du centre de conventions Bellevue, du casino et de la gare du Midi. ",8.9,Biarritz,43.48013354,-1.56076133
456,Hotel Edouard VII,https://www.booking.com/hotel/fr/edouard-vii.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Situé à 5 minutes à pied des plages de Biarritz, l'Hôtel Edouard VII occupe une résidence du XIXe siècle, alliant charme d'antan et confort d'aujourd'hui. ",9.0,Biarritz,43.47920322,-1.56221509
457,"La Casa Cosy, Appart'Hôtel",https://www.booking.com/hotel/fr/la-casa-cosy-biarritz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Situé dans le centre de Biarritz, à 400 mètres de la plage Port Vieux et à 1,1 km du rocher de la Vierge, l'établissement La Casa Cosy, Appart'Hôtel propose des hébergements avec une connexion Wi-Fi...",9.1,Biarritz,43.480333,-1.5625479
458,Hôtel Au Bon Coin,https://www.booking.com/hotel/fr/au-bon-coin-biarritz.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Doté d’une connexion Wi-Fi gratuite dans l’ensemble des locaux, d’un bar, d’une terrasse et d’un ascenseur, l’Hôtel Au Bon Coin se trouve à Biarritz, à 400 mètres du front de mer et de la Grande...",9.4,Biarritz,43.4821737,-1.5541904
459,Hotel Saint Julien,https://www.booking.com/hotel/fr/saint-julien.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1412526&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000&srpvid=29064fcdc0ce030a&srepoch=1641122461&from=searchresults#hotelTmpl,"Installé dans une résidence familiale datant du XIXe siècle, l'Hôtel Saint Julien est entouré de paisibles jardins. Il se situe à 2 minutes à pied du centre-ville de Biarritz. ",9.4,Biarritz,43.479139,-1.56227544
460,Kyriad Montauban Sud - Albasud,https://www.booking.com/hotel/fr/hoteletrestaurantcampanilemontauban.fr.html?label=fr-85Sbyi2evytni3mHZEi6UgS267492169156%3Apl%3Ata%3Ap1%3Ap22.563.000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056586%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6vvamF_no64o&sid=02b206a84eecccc147910770df8a2890&aid=376366&ucfs=1&arphpl=1&dest_id=-1452421&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Bdistance%3D1000%3Bdistance%3D3000%3Bdistance%3D5000&srpvid=72194fcd13ab00e8&srepoch=1641122460&from=searchresults#hotelTmpl,"Situé à proximité de l'autoroute A20, le Kyriad Montauban Sud - Albasud se trouve à seulement 8 km du centre-ville et de la gare de Montauban. ",6.4,Montauban,43.98204027,1.33269846
